tx_hash,from,block,timestamp,gasUsed,effectiveGasPrice,gasPaidWei,status,reserve0_after,reserve1_after
d3d4b90516d07b10ba36e8a43c8bfd6b46f4e277bae006112ff7026edef19546,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424014,1749580741,465613,240000000,111747120000000,1,4.0166420357639545,172.099504
243fa6d4edfc04cca8fd2c8dcee8d593c356950beb41bb57e83ce8c080e2feb6,0xdDa6bF9d4933606a87b9e4dc44E513646e4cB2A3,5424015,1749580742,242161,356610257,86357096445377,1,4.064223970340408,1198720.501386
c65a5b977601c00d19d71d32d8de89b90fb6305631216095d0b2fcb597c1b6f8,0xF8E56a335fB76B769C81E84B05F63E46C928b417,5424047,1749580774,120494,200000000,24098800000000,1,4.051844429904402,170.676977
16828a8bac723d34d1b23d5ffc8f4af51f47f07ac77414f0ef57924104861649,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424264,1749580987,455419,300000000,136625700000000,1,3.9777780787567094,173.676977
367d38168379dd25a14e33a61fd23a46c50876c5689c78570d35371c6d3d3743,0x2C8EE53Da97bc676135f82AAE5A4bf6F97DB8c1B,5424265,1749580988,307015,252065360,77387846500400,1,4.006349507328138,1206591.934879
3d5c3e2db29faf308778c7fd1d2cfb2f61b3db6c25de059f7f85fc7af666d0b8,0x7Ac6d25FD5E437cB7c57Aee77aC2d0A6Cb85936C,5424269,1749580992,275757,156036710,43028215039470,1,4.018920357581053,1206571.434124
d1ce5836ca066f64eb4ee380fb4f2eda1bbc3726f6571726ef9309f254369978,0xf70da97812CB96acDF810712Aa562db8dfA3dbEF,5424331,1749581053,353898,100000000,35389800000000,1,21210.59609738288,174.438877
6ea9594ec75a1db23517b6b6bfd0f86cf1ebf73a33a4bcbee2ef5668dcd41faa,0x745969D09853F809664aC28BeF1373cAC248cf64,5424332,1749581054,260389,511415940,133167085200660,1,4.035326807026746,171.3498
2c87d11c8eb0acb411dec6862eb16d8ee23b4aa26bb619b8c7d7ed6f4c5d208c,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424334,1749581056,497889,200000000,99577800000000,1,3.960181528114162,174.396121
9227cd6ce4f624460c5a8f13bf4deaadd9c0b6fb9de3c02109a9fdb33ed8e890,0xb280671768a3C1b3D74475CCa845f8794dF93281,5424335,1749581057,260451,441104891,114886209965841,1,20931.02684087938,171.589201
3b94c3c5757b69fe599f71f1afc8027bbabd5e7e59ed7326644a5383e28195b7,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424349,1749581071,464609,200000000,92921800000000,1,20948.936097448644,174.589201
3f0ea0a0028eb3479a0f2c8233dd292497c1084e38eba496b4cf6934f2d39a7c,0xDa852FA51A72109ce652d4494f87117720aE382B,5424350,1749581072,261645,447049285,116968210173825,1,4.02574033018148,171.743441
ef32b224a52911429e402a97c6e0f9afcae805c29a90026ef456a10ca00a0ae5,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424461,1749581181,459191,200000000,91838200000000,1,21011.94121065094,174.243441
61942472db8ab2d049f6174927edf5da3d3b22c1fe8c131bda8ec5a5f870a1cb,0xA4862D4571E888727735334f416fc0aA9ed3DcB4,5424462,1749581182,261284,303099189,79194968498676,1,4.022749159272085,171.866916
6a0c359818cfb10dc70628690e63336c95b578142cdc00841fdaacf0630771e6,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424463,1749581183,456415,200000000,91283000000000,1,3.9610986237163632,174.366916
fbc05245e27a194817123d34fde1e4c25f8dd69d3b9ae83cf4297d0351b6fe09,0x48B609D47A03Be623326eF0085828376FE46c8b6,5424464,1749581184,259769,299319521,77753932650649,1,21039.97209691205,1213845.310086
118c72ea54d3cd9ac578f3d39678a1a0a3d4419af7e5c086d9ada93306381b0b,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424495,1749581215,497899,200000000,99579800000000,1,21074.472590057656,1212866.098622
0b014ba6f21942b8ac59daa0e129bd95e9d38891a472748ff89f9a571aec6555,0x610361c8FABF3D691b257b5BA26d7F6a4aA94613,5424496,1749581216,260225,450887376,117332167419600,1,21074.472590057656,172.225412
0d55439db6f867b8b9afa2df013b70383278b215b4df8f5fbb949c7bfe78ee09,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424516,1749581235,465585,200000000,93117000000000,1,21076.987806402543,1211773.331472
9ba405795a10395a9a935cb80b463d299131c4b062d794f1926c854398de64e7,0x3c4b87268A6c478004474F418F51067464bfd909,5424517,1749581236,259489,432008003,112101324690467,1,4.009398780790439,1209447.226871
01ae07488776e0e842b3c598bbba9970754e27f785b5f322ed53d000bcb54687,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424523,1749581242,459183,220000000,101020260000000,1,21147.94412053471,175.415634
3bb52f9e103d0a597bffd65f451e88d3690fb5b01e8683ad993c6e2f8dae339e,0x858873d613Fdf7B88Fecf214BF770522EBDBbDc2,5424524,1749581243,260551,435767822,113539741789922,1,21147.94412053471,1209447.226871
ad04bb756a018c78af102965c03f2291c8e9ee68041be8196b55b090bf804337,0xdDa6bF9d4933606a87b9e4dc44E513646e4cB2A3,5424611,1749581329,236687,142279893,33675801034491,1,21147.94412053471,173.8005
7da3c41e2a2167b549e45abee1e0e52fcf4744ec14230a1d39c42e46498ab7b8,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424614,1749581332,459189,200000000,91837800000000,1,21122.85288963305,1210615.726871
bf2165547885326d3b9cc447edfa1ae3cc8e62750b1b258e5bad10d37af74735,0x4B41159f516873Ac475455B1C38393Dec0442b9f,5424615,1749581333,411925,294375994,121260831328450,1,21106.15528042649,1211393.476871
afcda28053c4762b969103ad748914b28b871cb2d29534c287ac52f30bd46af1,0xf70da97812CB96acDF810712Aa562db8dfA3dbEF,5424656,1749581373,373890,100000000,37389000000000,1,21085.47723955559,175.600494
7e3186c521b1df8613d6a1175b1e6fb452d8aa58bc14359da1c9069cce899eaf,0x91E2F8E3B81CcD4d12865aE3fAb7E42aB9666666,5424660,1749581377,303387,101000002,30642087606774,1,21085.47723955559,1212350.164143
be67b68a0b6fe54acf73fe5b232ac4a02657589148291e7b5271036007735176,0x7Ac6d25FD5E437cB7c57Aee77aC2d0A6Cb85936C,5424664,1749581381,282356,100000000,28235600000000,1,3.9619100576575956,1212331.615895
79c22ed222cd90367f7a98bb46e07551eb713cb1ad7d8de83cb2261faeee1377,0x7Ac6d25FD5E437cB7c57Aee77aC2d0A6Cb85936C,5424742,1749581458,336606,104480212,35168666240472,1,3.9755333819951133,1212323.847663
1f75e97853e865c550fe104bcbca8056986fe37169dad7bef62b00e88eec005c,0xf70da97812CB96acDF810712Aa562db8dfA3dbEF,5424796,1749581511,479579,282578708,135518814203932,1,21086.288474831406,176.414738
51f3f4bc882b488e34bcf0cb1e9ab7a5f9fae20542664cbadc63534aa7130539,0x48B609D47A03Be623326eF0085828376FE46c8b6,5424797,1749581512,316512,395216955,125090908860960,1,3.939686487798543,175.253401
4c51cda895e96e7c2a83f358d49c99e448a58c9e1ff688f734b090dee6b333db,0x610361c8FABF3D691b257b5BA26d7F6a4aA94613,5424948,1749581660,235471,174799590,41160234256890,1,3.9060315856869288,1213188.142556
69974917970a13ea53cf847796da164334bcfc588eb9ff770edf3c52c22cbeb1,0xCd8B6cb97f4eF75b9119a64cA9a6B915894632da,5424949,1749581661,298919,144143199,43087140901881,1,3.939893844035284,175.246348
d5ed6190fdb9f0a163d42fc0639809405a4e4cb11af4cde524764b4645a95edc,0x7Ac6d25FD5E437cB7c57Aee77aC2d0A6Cb85936C,5424954,1749581666,170828,141433910,24160871977480,1,3.9343164803729045,1213188.142556
e1b92326bea976999bd9fb9f7a65a51390263f3c750512a66092913085566024,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5424987,1749581699,479811,200000000,95962200000000,1,3.8592007151590138,178.533834
db3fadc31f326a698f3144cf06c9481a807d1268f6abefa365328c050d33c77c,0x858873d613Fdf7B88Fecf214BF770522EBDBbDc2,5424988,1749581700,258495,469800964,121441200189180,1,3.913408422000657,176.326116
26986ae8ede16e1b477974a3a2bacda9c2df73b6ade2209782a7f0ef327f9014,0xb280671768a3C1b3D74475CCa845f8794dF93281,5425023,1749581734,236303,227681148,53801738315844,1,20964.193156701363,1217847.301863
c65be12685bea537195d3eec6635dc9e7c02b11c77925ce421b7d36622087b48,0xCd8B6cb97f4eF75b9119a64cA9a6B915894632da,5425024,1749581735,259647,266654476,69236034729972,1,20970.95984552139,1217695.415094
f53090c40c2fae45f1f341719439c5e0af8c60af60d38ce8d1393382c0e2f9a6,0xf70da97812CB96acDF810712Aa562db8dfA3dbEF,5425056,1749581766,373876,100000000,37387600000000,1,3.8607557342200676,1223583.4965
9e4c1f9879062adde46a591d6994bac423d4c5bf33125c18f37fbc8acee14949,0x5c0C955559135b4D51F88a34978BfF2696d184F5,5425057,1749581767,240947,355838788,85738288452236,1,3.9171276458501274,1223224.941438
56f22ebee0c50d6bb117b425d78f864eca99954fb9dd51ccf503be509014b91c,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5425070,1749581780,465533,200000000,93106600000000,1,3.8558043977982996,1221006.688895
74d75912ecb56a78d75a61f3cfdf60cf04397b8ffbf9a1af393514ef11c2dfd3,0xd2DC3847498f0538b71D8Bb752f2C1F2c61EB22f,5425071,1749581781,241827,259834112,62834903802624,1,3.903386332374754,176.739784
e4d3dba72cf96b027ae986d820737936c2e13cbcfc06e7ed425c3c7b2d43ac4c,0xA79C12BCf11133af01b6B20f16F8AafAECdEBC93,5425107,1749581817,465603,200000000,93120600000000,1,3.8298720992977606,179.739784
794fce1a5f2677e5d90b650439b6fca3f7b134bcc52d8d300af3f16d614a0f2d,0x889CeEC33D184d267294E3231e408aEE07d31c3E,5425108,1749581818,241608,380155863,91848697747704,1,21001.59765747549,1216274.948224
0b6b5f3dda40ce71e023e3ca270bc5544e1ac816b77e1be19ff29f19c0a3ad4a,0x4e47677004A9CdCBB196e0040aD96186664ddaa0,5425184,1749581892,118834,130000000,15448420000000,1,3.8904877011202297,1215553.982421
fcaed429c8a972bf12bfa5f382b8d7cfefca57812caf30ac18a153e74ab14d1a,0x34B66899F8d319a06ce73Bb16CC679Fdd7C4Bd18,5425289,1749581996,234615,264216901,61989248228115,1,3.8497040048766493,1215553.982421
e557b91c75faf5f3c4fce4f42ce06a8bfcf6caaedad65fab1890f85e25dac6a1,0x7Ac6d25FD5E437cB7c57Aee77aC2d0A6Cb85936C,5425292,1749581999,259805,183590362,47697693999410,1,20999.349671329026,177.404289
