tickLower,tickUpper,amount_WHYPE,amount_USD₮0,liquidityGross
-238410,-238390,-4.250732929799696,188.53892016679814,28310928512567557
-238390,-238380,-0.02938118260316333,1.3051423358038134,391665465350115
-238380,-238370,-0.14746502289030852,6.557101410870547,1966763620388079
-238370,-238300,-28.0459887993151,1252.076098582315,53543183403454345
-238300,-238290,-0.2842067455752212,12.738885720057354,3805700581007019
-238290,-238280,-0.18002134834450642,8.077097827905247,2411800503866673
-238280,-238270,-0.03836209708335133,1.7229312398835308,514205654173628
-238270,-238260,-2.0407201734635065,91.74519667791004,27367498428748685
-238260,-238250,-2.9011611731071345,130.55875729336867,38926076971254427
-238250,-238240,-4.491353478363609,202.32318825096456,60292480712815897
-238240,-238230,-0.007137201385861395,0.32183305497152886,95858582896923
-238230,-238220,-0.0022771839231462117,0.1027862634100952,30599779620074
-238220,-238210,-2.003897652493127e-06,9.05413110135352e-05,26940947312
-238210,-238200,-0.07459301137448165,3.3736782030368158,1003350341250173
-238200,-238190,-0.0746848989428464,3.3812134306046655,1005088714247254
-238190,-238180,-0.5543500861390378,25.122229563383517,7464021032914142
-238180,-238170,-0.048474412962231685,2.1989780363491693,653007891878761
-238170,-238160,-0.8024002643331967,36.43624965157967,10814689900806203
-238160,-238150,-0.02162717811948475,0.9830525539995734,291635240162916
-238150,-238140,-0.02997306545721174,1.3637737085867343,404378859321970
-238140,-238130,-0.01798708707347753,0.8192307803138936,242792492813163
-238130,-238120,-1.4641626585979735,66.752728745637,19773378519562825
